title,authors,year,doi,primary_category,secondary_categories,evidence_level,tags,clinical_significance,key_findings,sample_size,mortality_count,qtc_data,herg_data,electrolyte_data,contraindications,dosing_range,route,source_pdf,journal,aliases,source_url,pmid,pmcid,open_access,publisher,body_format,issn,filepath
Ibogaine,"Booze, Lisa",2012,,RED,,review,topic/toxicity; topic/cardiac; topic/adverse-event; method/review,moderate,"Maryland Poison Center alert: ibogaine toxicity includes QTc prolongation, bradycardia, VT, TdP, respiratory arrest; cardiac effects may persist up to 9 days; no specific antidote",,,false,false,false,Pre-existing cardiac disease; Concomitant use of opioids (active use or inadequate taper); Concomitant use of benzodiazepines or cocaine; Seizure risk from alcohol or benzodiazepine withdrawal; Use of ibogaine extract or root bark instead of ibogaine HCl; Administration without close medical observation and monitoring,"not specified (administered as ibogaine HCl 95–98% pure, ibogaine extracts, or dried root bark containing 15–50% iboga alkaloids)",oral,2012/Booze2012_MPC_Ibogaine_Toxicity.pdf,ToxTidbits (Maryland Poison Center),Booze 2012; Maryland Poison Center Ibogaine Toxicity Alert; ToxTidbits Ibogaine 2012,,,,unknown,,vault-analytical,,2012/Booze2012_MPC_Ibogaine_Toxicity.md
Anti-addiction drug ibogaine inhibits hERG channels: a cardiac arrhythmia risk,"Koenig, Xaver; Kovar, Michael; Boehm, Stefan; Sandtner, Walter; Hilber, Karlheinz",2012,10.1111/j.1369-1600.2012.00447.x,RED,ORANGE,in-vitro,topic/cardiac; mechanism/herg-blockade; topic/opioid,landmark,"Ibogaine blocks hERG channels with IC₅₀ of 4 μM, overlapping therapeutic plasma concentrations (low μM range), providing first mechanistic evidence for ibogaine-induced QT prolongation and cardiac arrhythmia risk.",,,false,true,false,Pre-existing cardiac conditions; QT-prolonging medications,IC₅₀ 3.9 μM — in vitro hERG patch-clamp; overlaps therapeutic plasma range (low μM),not-applicable,2012/Koenig2012_Ibogaine_hERG_Cardiac_Arrhythmia_Risk.pdf,Addiction Biology,Koenig 2012; Ibogaine hERG Channel Blockade Brief Communication,,22458604,PMC4888945,true,Wiley,vault-analytical,,2012/Koenig2012_Ibogaine_hERG_Cardiac_Arrhythmia_Risk.md
Life-threatening complications of ibogaine: three case reports,"Paling, F.P.; Andrews, L.M.; Valk, G.D.; Blom, H.J.",2012,,RED,GREEN,case-report,topic/adverse-event; topic/toxicity; topic/opioid; topic/alcohol; mechanism/herg-blockade; method/case-report,high,"Three Dutch case reports: QTc >700ms with torsade de pointes, respiratory depression requiring ventilation. Naranjo scale confirms probable ibogaine causality. Authors warn of unregulated online availability.",3,,true,false,true,hypokalaemia; hypomagnesaemia; opioid co-use; alcohol dependence; benzodiazepine dependence,3.5g ibogaine 15% (case 2),oral,2012/Paling2012_Life_Threatening_Complications.pdf,The Journal of Medicine (Netherlands),Paling 2012; Dutch Case Reports 2012,,,,unknown,,academic-retained,,2012/Paling2012_Life_Threatening_Complications.md
"Metabolic plasticity and the energy economizing effect of ibogaine, the principal alkaloid of Tabernanthe iboga","Paškulin, Roman; Jamnik, Polona; Danevčič, Tjaša; Koželj, Gordana; Krašovec, Rok; Krstić-Milošević, Dijana; Blagojević, Duško; Štrukelj, Borut",2012,10.1016/j.jep.2012.06.039,ORANGE,,in-vitro,mechanism/energy-metabolism; topic/mechanism; topic/pharmacokinetics; method/in-vitro,low,"Ibogaine triggers dose-dependent biphasic CO₂ elevation in yeast (peak +142% at 20 mg/l), reduces oxidative load 24–57% via pro-antioxidant mechanism, and establishes lower-energy metabolic equilibrium.",,,false,false,false,,1–20 mg/l in yeast culture,not-applicable,2012/Paskulin2012_Metabolic_Plasticity_Ibogaine_Economising_Energy.pdf,Journal of Ethnopharmacology,Paskulin 2012; Paskulin; Paškulin Metabolic 2012,,22751004,,false,Elsevier,vault-analytical,,2012/Paskulin2012_Metabolic_Plasticity_Ibogaine_Economising_Energy.md
Ibogaine-associated ventricular tachyarrhythmias,"Pleskovic, Ales; Gorjup, Vojka; Brvar, Miran; Kozelj, Gordana",2012,10.3109/15563650.2011.647031,RED,,case-report,topic/cardiac; topic/adverse-event; topic/pharmacokinetics; method/case-report,high,Single 600mg ibogaine dose caused 5 VFs and 3 VTs over 48h with QTc prolongation to 593ms at 42h. Amiodarone worsened QTc. Vagal maneuvers triggered arrhythmias. QTc normalised day 9.,1,,true,false,true,"QTc-prolonging medications (e.g., amiodarone, methadone); Pre-existing QT prolongation; Recent polysubstance use","600 mg oral (single dose, ~8 mg/kg)",oral,2012/Pleskovic2012_Ibogaine_Ventricular_Tachyarrhythmias.pdf,Clinical Toxicology,Pleskovic 2012; Ibogaine ventricular tachyarrhythmias case,,22304378,,false,Informa Healthcare,vault-analytical,,2012/Pleskovic2012_Ibogaine_Ventricular_Tachyarrhythmias.md
Pause-dependent ventricular tachycardia and torsades de pointes after ibogaine ingestion,"Shawn, Lauren K.; Alper, Kenneth; Desai, Shalin P.; Stephenson, Kent; Olgun, Aydin M.; Nelson, Lewis S.; Hoffman, Robert S.",2012,10.3109/15563650.2012.700015,RED,,case-report,topic/adverse-event; topic/cardiac; topic/opioid; topic/electrolytes; method/case-report,high,"First documented case of pause-dependent VT and TdP after ibogaine in a patient with normal pretreatment screening, demonstrating screening limitations.",1,,true,false,true,Concurrent or recent methadone use (patient transitioned off one month prior); Aggressive cathartic use prior to ibogaine (caused persistent hypokalemia); Combined ibogaine HCl and root bark extract administration (dual-source dosing); Non-medical setting without continuous cardiac monitoring; History of IV heroin use,10.5 mg/kg ibogaine HCl (85–98% purity) + 14 mg/kg T. iboga root bark extract (50% alkaloids) over 15 hours,oral,2012/Shawn2012_.pdf,Clinical Toxicology,Shawn 2012; Ibogaine TdP VT Normal Screening; NACCT 2012 Abstract 180,,,,false,Informa Healthcare,vault-analytical,,2012/Shawn2012_Ibogaine_TdP_VT.md
The Vanishing World of Iboga: And a Closer Look at Sustainable Ibogaine,"Sisko, Bob",2012,,WHITE,,review,topic/traditional-use; topic/policy; topic/harm-reduction,moderate,Conference presentation on T. iboga endangerment from over-harvesting. Documents black market crisis in Gabon/Cameroon. Discusses Voacanga africana as sustainable alternative source for ibogaine synthesis.,,,false,false,false,,,,2012/Sisko2012_Vanishing_World_Iboga_Sustainability.pdf,,Sisko 2012; Vancouver Ibogaine Conference 2012,,,,unknown,,narrative,,2012/Sisko2012_Vanishing_World_Iboga_Sustainability.md
Ibogaine for opioid addiction: A Deadly treatment,"Warrick, Brandon; Baltarowich, Lydia",2012,10.3109/15563650.2012.700015,RED,,case-report,topic/adverse-event; topic/cardiac; topic/opioid; topic/pharmacokinetics; method/case-report,high,"Fatal ibogaine case in 25-year-old with pre-existing cardiac dysrhythmias and AICD; postmortem ibogaine levels: heart blood 2.2 mcg/ml, liver 4.2 mcg/g.",1,1,true,false,true,Pre-existing cardiac dysrhythmias with AICD placement; Unsupervised self-treatment without medical monitoring; History of heroin abuse (substance use history); No pretreatment cardiac screening performed; Internet-sourced ibogaine of unverified composition,"2 grams ibogaine (self-administered, unmonitored, capsule form)",oral,2012/Warrick2012_.pdf,Clinical Toxicology,Warrick 2012; Ibogaine Fatality AICD; NACCT 2012 Abstract 184,,,,false,Informa Healthcare,vault-analytical,,2012/Warrick2012_Ibogaine_Fatality.md
Effect of Iboga Alkaloids on µ-Opioid Receptor-Coupled G Protein Activation,"Antonio, Tamara; Childers, Steven R.; Rothman, Richard B.; Dersch, Christina M.; King, Christine; Kuehne, Martin; Bornmann, William G.; Eshleman, Amy J.; Janowsky, Aaron; Simon, Eric R.; Reith, Maarten E. A.; Alper, Kenneth",2013,10.1371/journal.pone.0077262,ORANGE,,in-vitro,mechanism/mu-opioid; topic/mechanism; topic/receptor; method/in-vitro,high,"CRITICAL MECHANISM FINDING: Ibogaine, noribogaine, 18-MC are MOR ANTAGONISTS (Ki 3-13µM), NOT agonists. Opioid withdrawal attenuation cannot be explained by MOR agonism - novel mechanism required.",,,false,false,false,,N/A (functional Ki 3–13 µM for MOR),not-specified,2013/Antonio2013_Iboga_Alkaloids_mu-Opioid-Receptor_Coupled_G-Protein_Activation.pdf,PLoS ONE,Antonio 2013; Antonio; Antonio MOR 2013; Antonio2013_Iboga_Alkaloids_Mu_Opioid_Receptor,,24204784,PMC3818563,true,PLoS,academic-retained,,2013/Antonio2013_Iboga_Alkaloids_mu-Opioid-Receptor_Coupled_G-Protein_Activation.md
Growing Menace of Ibogaine Toxicity,"Asua, Ignacio",2013,10.1093/bja/aet396,RED,GREEN,case-report,topic/cardiac; topic/adverse-event; topic/opioid; method/case-report,high,"First UK ibogaine toxicity case: 7g oral dose caused QTc 600ms, TdP cardiac arrest, seizures; rescued by defibrillation and transcutaneous overdrive pacing at 80 bpm for 48h.",1,,true,false,false,Pre-existing cardiac conditions; Concurrent opioid or methadone use; Unsupervised self-administration,"7 g oral (single dose, ~100 mg/kg estimated)",oral,2013/Asua2013_Ibogaine_Toxicity_UK_Case.pdf,British Journal of Anaesthesia,Asua 2013; UK Ibogaine Toxicity Case; Ibogaine TdP Cardiac Arrest,,24233315,,false,Oxford University Press,vault-analytical,,2013/Asua2013_Ibogaine_Toxicity_UK_Case.md
Ibogaine in the Treatment of Substance Dependence,"Brown, Thomas Kingsley",2013,10.2174/15672050113109990001,BLUE,RED; WHITE; ORANGE,review,topic/opioid; topic/harm-reduction; topic/18-mc; topic/noribogaine; topic/adverse-event; topic/cardiac; topic/alcohol; topic/phenomenology; topic/history; method/review,high,"Comprehensive narrative review covering ibogaine history, preclinical evidence, safety concerns (19 fatalities to 2008), and human efficacy data; identifies ibogaine medical subculture growth and need for controlled trials.",,,true,false,false,,,,2013/Brown2013_Ibogaine_Treatment_Substance_Dependence.pdf,Current Drug Abuse Reviews,Brown 2013; T.K. Brown 2013 CDAR review; Ibogaine treatment substance dependence review,,23627782,,false,Bentham Science,vault-analytical,,2013/Brown2013_Ibogaine_Treatment_Substance_Dependence.md
Unique and potent effects of acute ibogaine on zebrafish: The developing utility of novel aquatic models for hallucinogenic drug research,"Cachat, Jonathan; Kyzar, Evan J.; Collins, Christopher; Gaikwad, Siddharth; Green, Jeremy; Roth, Andrew; El-Ounsi, Mohamed; Davis, Ari; Pham, Mimi; Landsman, Samuel; Stewart, Adam Michael; Kalueff, Allan V.",2013,10.1016/j.bbr.2012.08.041,ORANGE,,preclinical,method/preclinical; topic/motor; topic/receptor; topic/mechanism,moderate,"Zebrafish ibogaine exposure (10–20 mg/L) reverses geotaxis and scototaxis, disrupts shoaling, evokes melanophore darkening, and validates aquatic 3D phenotyping for hallucinogen research.",,,false,false,false,,10–20 mg/L aquatic immersion (20 min pre-treatment),,2013/Cachat2013_Ibogaine_Zebrafish.pdf,Behavioural Brain Research,Cachat 2013; Cachat Zebrafish 2013; Ibogaine Zebrafish Behavioural Pharmacology,,22974549,,false,Elsevier,vault-analytical,,2013/Cachat2013_Ibogaine_Zebrafish.md
A Case of Death Due to Ibogaine Use for Heroin Addiction,"Jalal, Shwan; Daher, Edouard; Hilu, Raymond",2013,10.1111/j.1521-0391.2012.00330.x,RED,,case-report,topic/cardiac; topic/adverse-event; topic/opioid; method/case-report,high,25yo male with pre-existing SVT died from multi-organ failure 2 days after ingesting 2.5g ibogaine for heroin cessation; unsupervised setting; highlights pre-existing cardiac conditions as critical risk factor,1,1,false,false,false,Pre-existing supraventricular tachycardia (SVT); Pre-existing cardiac arrhythmias,2.5 g oral over 3 hours,oral,2013/Jalal2013_Ibogaine_Death_Heroin_Case.pdf,The American Journal on Addictions,Jalal 2013; Ibogaine death SVT case,,23617876,,false,Wiley,vault-analytical,,2013/Jalal2013_Ibogaine_Death_Heroin_Case.md
Anti-addiction drug ibogaine inhibits voltage-gated ionic currents: A study to assess the drug's cardiac ion channel profile,"Koenig, Xaver; Kovar, Michael; Rubi, Lena; Mike, Agnes K.; Lukacs, Peter; Gawali, Vaibhavkumar S.; Todt, Hannes; Hilber, Karlheinz; Sandtner, Walter",2013,10.1016/j.taap.2013.05.012,RED,ORANGE,in-vitro,topic/cardiac; mechanism/herg-blockade; mechanism/ion-channel; topic/18-mc; method/in-vitro,high,"Ibogaine IC₅₀: hERG 4 μM, hNaᵥ1.5 142 μM, hCaᵥ1.2 163 μM. Free plasma 1–11 μM at therapeutic dose. Computer model predicts human AP prolongation despite Caᵥ1.2 counteraction. 18-MC hERG IC₅₀ 15 μM.",,,true,true,false,Pre-existing cardiac conditions; Concurrent use of QT-prolonging drugs; Hypokalaemia (exacerbates hERG blockade and reduces channel surface density),"IC₅₀: hERG 4 μM, hNav1.5 142 μM, hCav1.2 163 μM; 18-MC hERG 15 μM — in vitro concentrations",not-applicable,2013/Koenig2013_Ibogaine_Cardiac_Ion_Channel_Profile.pdf,Toxicology and Applied Pharmacology,Koenig 2013; Ibogaine Cardiac Ion Channel Profile,,23707769,PMC3853361,true,Elsevier,vault-analytical,,2013/Koenig2013_Ibogaine_Cardiac_Ion_Channel_Profile.md
Fatal Case of a 27-Year-Old Male After Taking Iboga in Withdrawal Treatment: GC-MS/MS Determination of Ibogaine and Ibogamine in Iboga Roots and Postmortem Biological Material,"Mazoyer, Cédric; Carlier, Jérémy; Boucher, Alexandra; Péoc'h, Michel; Lemeur, Catherine; Gaillard, Yvan",2013,10.1111/1556-4029.12250,RED,GREEN,case-report,topic/adverse-event; method/case-report; topic/toxicity,high,FATALITY CASE: 27yo male died ~12h after iboga root ingestion during withdrawal treatment. Femoral blood ibogaine 1.27 μg/mL. Co-ingestion with methadone and diazepam — triple QT-prolongation risk.,1,1,false,false,false,Concurrent methadone use (dual QT-prolongation risk); Concurrent benzodiazepine use (potentiates methadone cardiotoxicity); Unsupervised treatment setting without medical monitoring; Unknown or unverified dose of crude iboga root bark; Polysubstance addiction history (15 years),"Unknown; claimed 'teaspoon' (~108–144 mg ibogaine from 1.5–2g powder at 7.2%), but blood levels suggest substantially higher dose (possibly >20g powder)",oral,2013/Mazoyer2013_Fatality_Case.pdf,Journal of Forensic Sciences,Mazoyer 2013; Mazoyer Fatality 2013; French Ibogaine Fatality 2006,,23919354,,false,Wiley,vault-analytical,,2013/Mazoyer2013_Fatality_Case.md
Ibogaine related sudden death: A case report,"Papadodima, Stavroula A.; Dona, Artemis; Evaggelakos, Christos I.; Goutas, Nikolaos; Athanaselis, Sotirios A.",2013,10.1016/j.jflm.2013.06.032,RED,GREEN,case-report,topic/cardiac; topic/adverse-event; topic/alcohol; method/case-report,moderate,"52yo alcoholic male died 12–24h post-ibogaine (blood 2 mg/L). Autopsy: liver cirrhosis (>90% fatty infiltration), 40–45% coronary occlusion, myocardial ischaemia. Death classified cardiac, ibogaine-related.",1,1,false,false,false,Pre-existing cardiovascular disease; Liver cirrhosis / hepatic disease; Chronic alcoholism; Hypokalemia; Hypomagnesemia,unknown (blood ibogaine 2 mg/L; internet-sourced product),oral,2013/Papadodima2013_Ibogaine_Sudden_Death_Case.pdf,Journal of Forensic and Legal Medicine,Papadodima 2013; Ibogaine sudden death Greece case,,24112325,,false,Elsevier,vault-analytical,,2013/Papadodima2013_Ibogaine_Sudden_Death_Case.md
"Ibogaine Treatment for Substance Dependence: Legality, Social Geography, and Efficacy","Kingsley Brown, Thomas",2014,,WHITE,BLUE,review,topic/policy; method/review,high,"COMPREHENSIVE REVIEW: Global ibogaine medical subculture development, legal geography (Mexico/Canada/NZ vs US Schedule I), sustainability concerns, Baja California long-term outcomes research.",,,false,false,false,,,,2014/Kingsley-Brown2014_Ibo_Tx_for_Substance_Dependence.pdf,II Congreso Internacional de medicina tradicional y salud pública,Kingsley-Brown 2014; Kingsley-Brown; Kingsley-Brown Treatment 2014,,,,unknown,,academic-retained,,2014/Kingsley-Brown2014_Ibo_Tx_for_Substance_Dependence.md
"Ibogaine Effect on Cocaine Craving and Use in Dependent Patients - A Double-Blind, Placebo-Controlled Pilot Study","Prior, Pedro Luis; Prior, Sergio Luiz",2014,,BLUE,GREEN,rct,topic/stimulant; topic/efficacy; method/clinical-trial,high,"Single 1800mg ibogaine dose significantly reduced cocaine craving (MCCS 7.4→1.3 at 72h, p<0.0001) and positive urine samples vs placebo over 24 weeks in N=20 RCT.",20,,false,false,false,"Current alcohol or other drug dependence (other than nicotine); Significant cardiovascular conditions or current cardiac condition; Renal disorders; Endocrine disorders; Hepatic disorders (SGOT or SGPT >3× normal); Hypotension or hypertension; Seizure disorder; Lifetime diagnosis of schizophrenia, bipolar disorder, or other psychotic disorders; Active suicidality or homicidality; Current prescription for psychotropic medication","1800 mg single dose (dried ibogaine extract, 75% purity, encapsulated with excipients)",oral,2014/Prior2014_Ibogaine_Cocaine_Pilot_RCT.pdf,Jacobs Journal of Addiction and Therapy,Prior 2014; Ibogaine Cocaine RCT Brazil,,,,unknown,,vault-analytical,,2014/Prior2014_Ibogaine_Cocaine_Pilot_RCT.md
Treating drug dependence with the aid of ibogaine: A retrospective study,"Schenberg, Eduardo Ekman; de Castro Comis, Maria Angélica; Rasmussen Chaves, Bruno; da Silveira, Dartiu Xavier",2014,10.1177/0269881114552713,BLUE,RED,observational,topic/efficacy; topic/stimulant; topic/alcohol; topic/opioid; method/observational,landmark,"Brazilian retrospective (n=75, 134 sessions): 61% abstinent, median 5.5mo (single) vs 8.4mo (multiple tx, p<0.001). Zero serious AEs or fatalities. First systematic non-opioid dependence data.",75,,false,false,false,Pregnancy; Surgery within 6 months; Uncontrolled hypertension; Uncontrolled diabetes; Cardiac arrhythmias; Renal insufficiency; Hepatic insufficiency; Alzheimer's disease; Parkinson's disease; Psychiatric comorbidities; Active substance use (30–60 day abstinence period required prior to administration),7.5–20 mg/kg ibogaine HCl (typical 17 mg/kg),oral,2014/Schenberg2014_Treating_Drug_Dependence_Retrospective_Study.pdf,Journal of Psychopharmacology,Schenberg 2014; Brazilian Retrospective Ibogaine Study; Schenberg Retrospective 2014,,25271214,,false,SAGE,vault-analytical,,2014/Schenberg2014_Treating_Drug_Dependence_Retrospective_Study.md
